university,province,score,year
甘肃民族师范学院,山东,454.1101481,2017
南京邮电大学通达学院,山东,454.1101601,2017
河南牧业经济学院,山东,454.1101911,2017
西京学院,山东,454.1111601,2017
河西学院,山东,454.1121611,2017
南京财经大学红山学院,山东,454.1141341,2017
山东艺术学院,山东,454.1151331,2017
钦州学院,山东,454.1161241,2017
辽宁对外经贸学院,山东,454.1211171,2017
宜春学院,山东,454.1231471,2017
大连科技学院,山东,454.1241501,2017
山东工商学院(中外合作办学),山东,455.0851321,2017
兴义民族师范学院,山东,455.0851491,2017
辽宁石油化工大学(中外合作办学),山东,455.0891551,2017
四川外国语大学重庆南方翻译学院,山东,455.0901611,2017
陇东学院,山东,455.0931371,2017
福建江夏学院(中外合作办学),山东,455.0931451,2017
四川大学锦城学院,山东,455.1051481,2017
临沂大学(校企合作软件外包专业),山东,455.1071291,2017
天津大学仁爱学院,山东,455.1081941,2017
同济大学浙江学院,山东,455.1091701,2017
贵州师范大学求是学院,山东,455.1101341,2017
呼伦贝尔学院,山东,455.1111451,2017
广西科技大学(中外合作办学),山东,455.1111661,2017
华东交通大学理工学院,山东,455.1131681,2017
成都东软学院,山东,455.1181261,2017
内江师范学院,山东,455.1201381,2017
黑河学院,山东,455.1221701,2017
荆楚理工学院,山东,456.0991431,2017
山东中医药大学(校企合作软件外包专业),山东,456.1011511,2017
集美大学诚毅学院,山东,456.1041541,2017
岭南师范学院,山东,456.1071651,2017
塔里木大学,山东,456.1081611,2017
北京科技大学天津学院,山东,456.1101531,2017
黑龙江工业学院,山东,456.1121421,2017
渭南师范学院(中外合作办学),山东,456.1161331,2017
河北医科大学临床学院,山东,456.1171151,2017
广西科技师范学院,山东,456.1181391,2017
红河学院,山东,456.1181561,2017
喀什大学,山东,457.0891711,2017
河北师范大学汇华学院,山东,457.0941651,2017
黄淮学院,山东,457.1081841,2017
玉林师范学院,山东,457.1091501,2017
楚雄师范学院,山东,457.1091681,2017
山东农业工程学院,山东,457.1101381,2017
青岛科技大学(中外合作办学),山东,457.1151311,2017
呼和浩特民族学院,山东,457.1171151,2017
榆林学院,山东,457.1181371,2017
六盘水师范学院,山东,458.0861371,2017
韩山师范学院,山东,458.0901611,2017
吉林建筑大学(中外合作办学),山东,458.0951451,2017
重庆第二师范学院(中外合作办学),山东,458.0951451,2017
南京理工大学紫金学院,山东,458.0951651,2017
萍乡学院,山东,458.0991561,2017
内蒙古师范大学,山东,458.1001291,2017
龙岩学院,山东,458.1021431,2017
赤峰学院,山东,458.1021471,2017
景德镇学院,山东,458.1051581,2017
鞍山师范学院,山东,458.1071871,2017
兰州文理学院,山东,458.1081751,2017
三明学院,山东,458.1091541,2017
沈阳大学(中外合作办学),山东,458.1121321,2017
东南大学成贤学院,山东,458.1121361,2017
江西科技学院,山东,458.1151321,2017
新疆农业大学,山东,458.1161471,2017
三峡大学科技学院,山东,458.1171401,2017
遵义师范学院,山东,458.1181471,2017
石家庄铁道大学四方学院,山东,458.1201721,2017
郑州工业应用技术学院,山东,458.1401581,2017
通化师范学院,山东,459.0921291,2017
内蒙古科技大学包头师范学院,山东,459.0921651,2017
绥化学院,山东,459.1031451,2017
信阳农林学院,山东,459.1041421,2017
贵州商学院,山东,459.1051551,2017
运城学院,山东,459.1061461,2017
兰州城市学院,山东,459.1101581,2017
安顺学院,山东,459.1111511,2017
凯里学院,山东,459.1121191,2017
吕梁学院,山东,459.1121271,2017
天水师范学院,山东,459.1121521,2017
齐鲁工业大学(校企合作软件外包专业),山东,459.1141781,2017
衢州学院,山东,459.1151311,2017
宿州学院,山东,459.1171551,2017
杭州师范大学钱江学院,山东,459.1181451,2017
武汉体育学院,山东,460.0911311,2017
湖南人文科技学院,山东,460.0931451,2017
曲阜师范大学(校企合作软件外包专业),山东,460.0991551,2017
白城师范学院,山东,460.1011301,2017
平顶山学院,山东,460.1011751,2017
西昌学院,山东,460.1021401,2017
湖北民族学院,山东,460.1022031,2017
宁夏师范学院,山东,460.1031441,2017
怀化学院,山东,460.1041511,2017
山东女子学院,山东,460.1051501,2017
鲁东大学(校企合作软件外包专业),山东,460.1061641,2017
吉林农业科技学院,山东,460.1071391,2017
佛山科学技术学院,山东,460.1081451,2017
新余学院,山东,460.1091411,2017
广西医科大学(中外合作办学),山东,460.1091421,2017
山西工程技术学院,山东,460.1091621,2017
齐鲁工业大学(菏泽校区),山东,460.1101691,2017
齐鲁医药学院,山东,460.1121671,2017
兰州工业学院,山东,460.1131331,2017
蚌埠学院,山东,460.1171351,2017
武汉工商学院,山东,460.1231531,2017
青岛科技大学(校企合作软件外包专业),山东,461.0981551,2017
湖北汽车工业学院(中外合作办学),山东,461.1011491,2017
江苏科技大学苏州理工学院,山东,461.1021281,2017
长春大学(中外合作办学),山东,461.1021301,2017
曲靖师范学院,山东,461.1051741,2017
商洛学院,山东,461.1071361,2017
贵州师范学院,山东,461.1071661,2017
大庆师范学院,山东,461.1081601,2017
四川文理学院,山东,461.1091231,2017
三亚学院,山东,461.1091631,2017
陕西学前师范学院,山东,461.1121311,2017
济宁医学院(中外合作办学),山东,461.1121341,2017
营口理工学院,山东,461.1121501,2017
太原学院,山东,461.1131471,2017
吉林师范大学(中外合作办学),山东,461.1131611,2017
安阳工学院,山东,461.1201421,2017
许昌学院,山东,461.1231301,2017
贵州理工学院,山东,462.0801671,2017
乐山师范学院,山东,462.0881571,2017
河南工学院,山东,462.0931811,2017
长春财经学院,山东,462.1001831,2017
河南城建学院,山东,462.1091271,2017
南京信息工程大学滨江学院,山东,462.1091301,2017
大连理工大学城市学院,山东,462.1091421,2017
华北理工大学冀唐学院,山东,462.1111321,2017
新乡学院,山东,462.1131221,2017
玉溪师范学院,山东,462.1141071,2017
韶关学院,山东,462.1171521,2017
山东青年政治学院,山东,462.1191291,2017
河北外国语学院,山东,462.1201071,2017
南阳理工学院(专业志愿),山东,462.1211351,2017
青海师范大学,山东,463,2017
上海外国语大学贤达经济人文学院,山东,463.1011511,2017
青岛农业大学(校企合作软件外包专业),山东,463.1061791,2017
海南热带海洋学院,山东,463.1081551,2017
青海师范大学,山东,463.1091731,2017
惠州学院,山东,463.1111391,2017
湖南城市学院,山东,463.1161381,2017
北方民族大学(民族预科),山东,464.0881551,2017
昆明学院,山东,464.0941741,2017
邢台学院,山东,464.0951421,2017
云南农业大学(中外合作办学),山东,464.0961411,2017
忻州师范学院,山东,464.0991561,2017
广东石油化工学院,山东,464.1001641,2017
晋中学院,山东,464.1001731,2017
成都师范学院,山东,464.1051281,2017
山东科技大学(泰安校区),山东,464.1051681,2017
贵阳学院,山东,464.1071591,2017
大连海洋大学(中外合作办学),山东,464.1081731,2017
周口师范学院,山东,464.1091711,2017
安阳师范学院,山东,464.1101771,2017
河南工程学院,山东,464.1111461,2017
内蒙古民族大学,山东,464.1161581,2017
山东理工大学(校企合作软件外包专业),山东,464.1241621,2017
太原工业学院,山东,464.1251501,2017
温州医科大学仁济学院,山东,464.1301161,2017
太原科技大学(中外合作办学),山东,465.0901461,2017
西北民族大学(民族预科),山东,465.0951841,2017
菏泽学院,山东,465.0961691,2017
电子科技大学成都学院,山东,465.0981471,2017
南阳师范学院,山东,465.1031471,2017
阜阳师范学院,山东,465.1031831,2017
长春师范大学(中外合作办学),山东,465.1081441,2017
华北科技学院(中外合作办学),山东,465.1091451,2017
桂林航天工业学院,山东,465.1101331,2017
琼台师范学院,山东,465.1101391,2017
信阳师范学院,山东,465.1111331,2017
枣庄学院,山东,465.1121611,2017
吉林化工学院,山东,465.1171271,2017
山东管理学院,山东,465.1171481,2017
商丘师范学院,山东,465.1261421,2017
吉林工程技术师范学院,山东,465.1311661,2017
上海财经大学浙江学院,山东,466.1031581,2017
山东理工大学(中外合作办学),山东,466.1051421,2017
湖北第二师范学院,山东,466.1061271,2017
青海民族大学,山东,466.1071751,2017
辽宁科技学院,山东,466.1091911,2017
湖南科技学院,山东,466.1101361,2017
铜陵学院,山东,466.1111451,2017
重庆第二师范学院,山东,466.1161281,2017
黑龙江工程学院,山东,466.1161361,2017
集宁师范学院,山东,466.1261621,2017
湖南工学院,山东,466.1351611,2017
烟台大学(校企合作软件外包专业),山东,467.0971551,2017
邯郸学院,山东,467.0981351,2017
盐城师范学院,山东,467.0981491,2017
南京航空航天大学金城学院,山东,467.1001521,2017
张家口学院,山东,467.1051271,2017
九江学院,山东,467.1061521,2017
长春工业大学(中外合作办学),山东,467.1071511,2017
山东农业大学(中外合作办学),山东,467.1091491,2017
湖南工程学院,山东,467.1151261,2017
浙江工商大学杭州商学院,山东,467.1161351,2017
安徽财经大学商学院,山东,467.1161521,2017
唐山学院,山东,467.1181341,2017
济宁学院,山东,467.1181631,2017
中国计量大学现代科技学院,山东,468.0941611,2017
南阳理工学院,山东,468.0951601,2017
天津中德应用技术大学,山东,468.0951801,2017
台州学院,山东,468.1061481,2017
天津体育学院,山东,468.1091591,2017
长春工程学院,山东,468.1181381,2017
上海杉达学院,山东,469.0931701,2017
山东农业大学(地方农村专项计划),山东,469.0961401,2017
泉州师范学院,山东,469.0961621,2017
德州学院,山东,469.0971641,2017
天津外国语大学滨海外事学院,山东,469.1051351,2017
湖北科技学院,山东,469.1051591,2017
衡阳师范学院,山东,469.1161571,2017
四川外国语大学成都学院,山东,470.0911361,2017
淮南师范学院,山东,470.0991551,2017
滨州学院,山东,470.0991821,2017
山东农业大学(校企合作软件外包专业),山东,470.1001531,2017
西南财经大学天府学院,山东,470.1011461,2017
防灾科技学院,山东,470.1031461,2017
长江师范学院,山东,470.1041251,2017
福建江夏学院,山东,470.1081571,2017
河北环境工程学院,山东,470.1091751,2017
南昌师范学院,山东,470.1101531,2017
烟台大学(中外合作办学),山东,470.1191221,2017
吉林工商学院,山东,470.1201381,2017
新疆师范大学,山东,470.1241441,2017
长江大学(中外合作办学),山东,470.1271601,2017
青海大学,山东,471,2017
黑龙江八一农垦大学,山东,471.0941591,2017
唐山师范学院,山东,471.1091411,2017
南京大学金陵学院,山东,471.1091631,2017
中原工学院,山东,471.1091901,2017
河北师范大学(专业志愿),山东,471.1101311,2017
武夷学院,山东,471.1181681,2017
邵阳学院,山东,471.1201451,2017
西藏民族大学,山东,472.1041671,2017
沧州师范学院,山东,472.1051691,2017
湖南文理学院,山东,472.1081421,2017
甘肃农业大学,山东,472.1091631,2017
内蒙古农业大学,山东,472.1121291,2017
哈尔滨学院,山东,472.1121421,2017
武汉生物工程学院,山东,472.1141561,2017
洛阳理工学院,山东,472.1191521,2017
安庆师范大学,山东,472.1331271,2017
北方民族大学,山东,473.0851481,2017
洛阳师范学院,山东,473.1051411,2017
淮阴师范学院,山东,473.1051491,2017
河北水利电力学院,山东,473.1131981,2017
重庆三峡学院,山东,473.1141331,2017
南京体育学院,山东,473.1181351,2017
厦门大学嘉庚学院,山东,474.1021521,2017
广西师范学院,山东,474.1021621,2017
南开大学滨海学院,山东,474.1051731,2017
江西中医药大学科技学院,山东,474.1061451,2017
青岛理工大学(校企合作软件外包专业),山东,474.1071361,2017
安徽科技学院,山东,474.1071701,2017
河北科技师范学院,山东,474.1081561,2017
山东建筑大学(校企合作软件外包专业),山东,474.1111351,2017
山东科技大学(校企合作软件外包专业青岛校区),山东,474.1121521,2017
徐州工程学院,山东,474.1121671,2017
丽水学院,山东,474.1141601,2017
河南工业大学(中外合作办学),山东,474.1161211,2017
青岛科技大学(高密校区),山东,474.1161361,2017
佳木斯大学,山东,474.1191681,2017
北京中医药大学东方学院,山东,474.1211411,2017
湖北理工学院,山东,474.1221761,2017
河南大学(中外合作办学),山东,475.1031611,2017
南京医科大学康达学院,山东,475.1111371,2017
泰山学院,山东,475.1111521,2017
保定学院,山东,475.1131581,2017
长沙学院,山东,475.1171521,2017
重庆科技学院,山东,475.1181431,2017
广西民族大学,山东,476.0831761,2017
内蒙古工业大学,山东,476.1011651,2017
西北民族大学,山东,476.1041581,2017
成都工业学院,山东,476.1081341,2017
湖北工程学院,山东,476.1091821,2017
山东交通学院,山东,476.1181341,2017
西安文理学院,山东,476.1181451,2017
华北科技学院,山东,476.1211561,2017
潍坊学院,山东,476.1211831,2017
南京特殊教育师范学院,山东,477.0911661,2017
内蒙古科技大学,山东,477.1121591,2017
北华航天工业学院,山东,477.1141821,2017
昆明医科大学海源学院,山东,477.1151301,2017
绍兴文理学院,山东,477.1181651,2017
南京审计大学金审学院,山东,477.1211271,2017
湖北汽车工业学院,山东,477.1331951,2017
淮阴工学院,山东,478.0931731,2017
合肥学院,山东,478.1021581,2017
江苏师范大学(中外合作办学),山东,478.1081491,2017
井冈山大学,山东,478.1111231,2017
闽江学院,山东,478.1121571,2017
西北师范大学(校企合作软件外包专业),山东,478.1122021,2017
齐齐哈尔大学,山东,478.1241581,2017
山西大同大学,山东,479.0881861,2017
山东科技大学(校企合作软件外包专业济南校区),山东,479.0961771,2017
河北民族师范学院,山东,479.1061551,2017
江苏第二师范学院,山东,479.1071511,2017
吉林农业大学,山东,479.1071681,2017
西藏大学,山东,479.1081631,2017
湖州师范学院,山东,479.1091451,2017
郑州师范学院,山东,479.1111681,2017
江西科技师范大学,山东,479.1121431,2017
景德镇陶瓷大学,山东,479.1131451,2017
青岛科技大学(校企合作软件外包专业),山东,479.1141741,2017
廊坊师范学院,山东,479.1161561,2017
成都体育学院,山东,479.1171451,2017
四川理工学院,山东,479.1201581,2017
浙江中医药大学滨江学院,山东,479.1211501,2017
山西农业大学,山东,479.1211661,2017
上饶师范学院,山东,479.1221421,2017
辽宁中医药大学,山东,480.1002071,2017
郑州轻工业学院,山东,480.1061641,2017
石家庄学院,山东,480.1081611,2017
齐鲁师范学院,山东,480.1091531,2017
河北建筑工程学院,山东,480.1111431,2017
广西科技大学,山东,480.1141361,2017
青岛理工大学(费县校区),山东,480.1261431,2017
山东建筑大学(中外合作办学),山东,481.1021501,2017
华北水利水电大学(中外合作办学),山东,481.1021741,2017
浙江大学城市学院,山东,481.1061401,2017
吉林警察学院,山东,481.1061461,2017
南昌工程学院,山东,481.1061601,2017
太原师范学院,山东,481.1081631,2017
牡丹江医学院,山东,481.1111581,2017
山东政法学院,山东,481.1131461,2017
山东工商学院,山东,481.1161591,2017
济宁医学院,山东,482.1101641,2017
湖北医药学院药护学院,山东,482.1111641,2017
郑州航空工业管理学院,山东,482.1141571,2017
云南民族大学,山东,482.1201371,2017
渭南师范学院,山东,482.1281421,2017
西南林业大学,山东,483.1021751,2017
长春理工大学(民族预科),山东,483.1061321,2017
云南农业大学,山东,483.1131581,2017
重庆文理学院,山东,483.1171261,2017
沈阳师范大学,山东,483.1181161,2017
湘南学院,山东,483.1251421,2017
江西农业大学,山东,483.1281411,2017
河南农业大学,山东,483.1301671,2017
临沂大学,山东,484.0941881,2017
绵阳师范学院,山东,484.1021841,2017
吉林医药学院,山东,484.1031501,2017
天津农学院,山东,484.1041671,2017
闽南师范大学,山东,484.1071511,2017
吉林建筑大学,山东,484.1081771,2017
西安邮电大学(边防军人子女预科班),山东,484.1091441,2017
山东中医药大学,山东,484.1091731,2017
湖北警官学院,山东,484.1121571,2017
聊城大学,山东,484.1191461,2017
青岛农业大学,山东,484.1241811,2017
锦州医科大学医疗学院,山东,485.0941541,2017
山东财经大学(校企合作软件外包专业),山东,485.1171571,2017
新疆财经大学,山东,485.1211571,2017
陕西理工大学,山东,486.1071491,2017
上海视觉艺术学院,山东,486.1091631,2017
沈阳化工大学,山东,486.1131531,2017
河南中医药大学,山东,487.1021591,2017
上海健康医学院,山东,487.1071721,2017
山东科技大学(中外合作办学),山东,488.1021581,2017
中南民族大学(民族预科),山东,488.1041671,2017
甘肃政法学院,山东,488.1081751,2017
北京邮电大学世纪学院,山东,488.1181361,2017
延安大学,山东,489.1011501,2017
常熟理工学院,山东,489.1051641,2017
大理大学,山东,489.1131581,2017
福建工程学院,山东,489.1141531,2017
淮海工学院,山东,489.1261901,2017
宁波工程学院,山东,490.1041771,2017
泰山医学院,山东,490.1081551,2017
赣南师范大学,山东,490.1121501,2017
黑龙江科技大学,山东,490.1151431,2017
齐鲁工业大学,山东,490.1191811,2017
山西中医药大学,山东,491.1071531,2017
新乡医学院三全学院,山东,491.1171931,2017
宁波工程学院(中外合作办学),山东,492.1091641,2017
海南师范大学,山东,492.1101781,2017
内蒙古科技大学包头医学院,山东,493.1081561,2017
上海海洋大学(民族预科),山东,493.1131381,2017
渤海大学,山东,493.1171741,2017
湖南理工学院,山东,493.1181641,2017
济南大学(校企合作软件外包专业),山东,493.1201681,2017
哈尔滨理工大学(荣城校区),山东,493.1241611,2017
吉首大学,山东,493.1331351,2017
淮北师范大学,山东,494.1191641,2017
辽宁石油化工大学,山东,494.1191931,2017
云南中医学院,山东,494.1251581,2017
沈阳大学,山东,494.1271731,2017
云南警官学院,山东,495.1101621,2017
嘉兴学院,山东,495.1221461,2017
常州工学院,山东,496.1211841,2017
河南师范大学,山东,496.1311571,2017
山西师范大学,山东,497.1111691,2017
河北中医学院,山东,497.1131781,2017
广西医科大学,山东,497.1141841,2017
东莞理工学院,山东,497.1151621,2017
河北地质大学,山东,497.1161421,2017
山东理工大学,山东,497.1161831,2017
贵州师范大学,山东,498.1091821,2017
新疆医科大学,山东,498.1091891,2017
海南医学院,山东,498.1181501,2017
北华大学,山东,498.1251531,2017
长春师范大学,山东,499.0941751,2017
山东建筑大学,山东,499.0991791,2017
青岛理工大学(中外合作办学),山东,499.1061361,2017
天津医科大学临床医学院,山东,499.1191521,2017
甘肃中医药大学,山东,499.1241501,2017
湖南农业大学,山东,499.1301351,2017
长沙医学院,山东,500.1081731,2017
长春大学,山东,500.1131941,2017
云南师范大学(中外合作办学),山东,500.1151611,2017
湖南医药学院,山东,500.1171901,2017
五邑大学,山东,500.1201841,2017
赣南医学院,山东,500.1341741,2017
西华师范大学,山东,501.1141601,2017
盐城工学院,山东,501.1151861,2017
上海政法学院(民族预科),山东,501.1171581,2017
山东建筑大学(走读),山东,501.1171851,2017
青岛大学(校企合作软件外包专业),山东,501.1181581,2017
桂林理工大学,山东,501.1181641,2017
哈尔滨商业大学,山东,502.1081761,2017
长治医学院,山东,503.0941801,2017
重庆理工大学(中外合作办学),山东,503.1081711,2017
安徽工程大学,山东,503.1161671,2017
长春工业大学,山东,503.1371851,2017
武汉商学院,山东,504.1011711,2017
鲁东大学(非西藏生定藏就业),山东,504.1101761,2017
大连财经学院,山东,504.1121801,2017
福建农林大学(中外合作办学),山东,504.1131681,2017
北京城市学院,山东,504.1171621,2017
兰州财经大学(中外合作办学),山东,504.1231531,2017
齐齐哈尔医学院,山东,505.1101751,2017
宁夏大学(高收费专业),山东,505.1171801,2017
中国传媒大学南广学院,山东,505.1191621,2017
山东财经大学(莱芜校区),山东,505.1251781,2017
湖南工业大学,山东,505.1341751,2017
东北石油大学,山东,506.0981771,2017
承德医学院,山东,506.0981951,2017
潍坊医学院,山东,506.1171651,2017
江西中医药大学,山东,506.1171681,2017
河北师范大学(专业志愿),山东,506.1181931,2017
河北工程大学,山东,507.1021811,2017
吉林师范大学,山东,507.1091581,2017
辽宁工业大学,山东,507.1101871,2017
西安航空学院,山东,507.1171851,2017
江苏理工学院,山东,507.1231621,2017
济南大学(走读),山东,508.1081521,2017
山东建筑大学(地方农村专项计划),山东,508.1151731,2017
哈尔滨金融学院,山东,508.1271511,2017
蚌埠医学院,山东,508.1371781,2017
遵义医学院,山东,509.1051751,2017
太原科技大学,山东,509.1051821,2017
河南科技大学,山东,509.1091971,2017
安徽建筑大学,山东,509.1111731,2017
天津职业技术师范大学,山东,509.1161431,2017
大连民族大学,山东,510.1091541,2017
陕西中医药大学,山东,510.1091761,2017
广西中医药大学,山东,510.1101641,2017
内蒙古财经大学,山东,510.1201511,2017
湖南财政经济学院,山东,510.1211831,2017
兰州财经大学,山东,510.1231421,2017
鲁东大学,山东,510.1281691,2017
安徽农业大学,山东,511.1021741,2017
湖北师范大学,山东,511.1111901,2017
南华大学,山东,511.1151791,2017
中华女子学院,山东,511.1171741,2017
福建农林大学,山东,511.1171821,2017
兰州理工大学,山东,511.1311761,2017
南京晓庄学院,山东,512.1111631,2017
湖南商学院,山东,512.1171721,2017
河北金融学院(中外合作办学),山东,513.0962101,2017
辽宁科技大学,山东,513.0981911,2017
河南理工大学,山东,513.1161641,2017
桂林医学院,山东,513.1191591,2017
湖北医药学院,山东,513.1231811,2017
河北北方学院,山东,514.0991881,2017
福建师范大学(中外合作办学),山东,514.1101711,2017
云南师范大学,山东,514.1171751,2017
长春中医药大学,山东,515.1101711,2017
上海电机学院,山东,515.1101851,2017
金陵科技学院,山东,515.1141841,2017
江西理工大学,山东,515.1191591,2017
河北金融学院,山东,515.1191631,2017
曲阜师范大学,山东,515.1211601,2017
河南工业大学,山东,516.1252021,2017
滨州医学院,山东,516.1451601,2017
湖北工业大学(中外合作办学),山东,517.1031901,2017
新乡医学院,山东,517.1051971,2017
武汉纺织大学,山东,517.1081631,2017
烟台大学,山东,517.1101861,2017
辽宁科技大学(专业志愿),山东,517.1101921,2017
山东理工大学(地方农村专项计划),山东,517.1111921,2017
大连交通大学(中外合作办学),山东,517.1161751,2017
广西师范大学,山东,517.1161781,2017
沈阳航空航天大学(中外合作办学),山东,517.1191731,2017
天津商业大学(中外合作办学),山东,518.1061871,2017
北京农学院(中外合作办学),山东,518.1081641,2017
中国劳动关系学院,山东,518.1111701,2017
西安工程大学,山东,518.1271621,2017
安徽工业大学(中外合作办学),山东,519.1151651,2017
四川美术学院,山东,519.1161991,2017
江苏警官学院,山东,519.1171731,2017
贵州财经大学,山东,519.1181811,2017
西北师范大学,山东,519.1211561,2017
陕西师范大学(非西藏生定藏就业),山东,519.1261781,2017
天津科技大学(中外合作办学),山东,520.1101771,2017
中国石油大学(北京)克拉玛依校区,山东,520.1101841,2017
华东交通大学(中外合作办学),山东,520.1161991,2017
沈阳医学院,山东,520.1261751,2017
常州大学(中外合作办学),山东,520.1281631,2017
北京农学院,山东,521.0991801,2017
沈阳工程学院,山东,521.1051791,2017
济南大学(中外合作办学),山东,521.1161521,2017
安徽理工大学,山东,521.1171981,2017
曲阜师范大学(地方农村专项计划),山东,521.1181771,2017
东华理工大学,山东,521.1322161,2017
浙江科技学院,山东,522.1011841,2017
河北科技大学,山东,522.1081841,2017
青岛大学(中外合作办学),山东,522.1161571,2017
天津城建大学,山东,522.1162091,2017
广西师范大学,山东,523,2017
西安财经学院,山东,523.1111631,2017
哈尔滨师范大学,山东,523.1121721,2017
济南大学,山东,523.1141871,2017
北京石油化工学院,山东,523.1251941,2017
大连海洋大学,山东,524.1081991,2017
广东药科大学,山东,524.1101701,2017
大连工业大学,山东,524.1171711,2017
湖北大学(中外合作办学),山东,524.1212051,2017
石河子大学,山东,524.1231621,2017
海南大学(中外合作办学),山东,524.1271621,2017
川北医学院,山东,525.1081921,2017
青岛大学(师范，面向青岛),山东,525.1101961,2017
大连大学,山东,525.1261991,2017
厦门理工学院,山东,525.1311871,2017
安徽中医药大学,山东,526.1101811,2017
内蒙古医科大学,山东,526.1171741,2017
上海应用技术大学(中外合作办学),山东,526.1201631,2017
湖北经济学院,山东,526.1201671,2017
武汉轻工大学,山东,526.1261991,2017
河北经贸大学,山东,526.1262081,2017
北京师范大学珠海分校,山东,527.1231731,2017
江苏科技大学(中外合作办学),山东,527.1291861,2017
桂林电子科技大学,山东,528.1131831,2017
云南财经大学,山东,528.1171771,2017
天津理工大学(中外合作办学),山东,528.1271831,2017
山东师范大学(非西藏生定藏就业),山东,529.0981921,2017
广东海洋大学,山东,529.1082091,2017
济南大学(地方农村专项计划),山东,529.1191751,2017
西安工业大学,山东,529.1241961,2017
山东中医药大学(地方农村专项计划),山东,529.1281721,2017
南通大学,山东,529.1341831,2017
河北大学,山东,530,2017
上海电机学院(中外合作办学),山东,530.1071871,2017
沈阳理工大学,山东,530.1082021,2017
河北大学(中外合作办学),山东,530.1151771,2017
长春理工大学(中外合作办学),山东,530.1241631,2017
南京工程学院,山东,531.1111861,2017
青岛理工大学(地方农村专项计划),山东,531.1181781,2017
天津师范大学(专业志愿),山东,531.1291811,2017
重庆师范大学,山东,532.1221821,2017
长江大学,山东,532.1241691,2017
黑龙江中医药大学,山东,532.1271601,2017
锦州医科大学,山东,533.1161951,2017
青海大学,山东,533.1251801,2017
西安石油大学,山东,533.1351641,2017
河北师范大学,山东,534.1291791,2017
安徽师范大学,山东,535.1131951,2017
青岛科技大学(地方农村专项计划),山东,535.1172061,2017
北京印刷学院,山东,535.1182021,2017
兰州交通大学,山东,535.1191911,2017
中南林业科技大学,山东,535.1241701,2017
华东交通大学(高收费专业),山东,535.1241791,2017
西南科技大学,山东,535.1301851,2017
延边大学(中外合作办学),山东,536.1281791,2017
天津商业大学,山东,536.1281801,2017
西华大学,山东,537.1071861,2017
石家庄铁道大学(中外合作办学),山东,537.1122051,2017
北京师范大学珠海分校(中外合作办学),山东,537.1231951,2017
天津工业大学(中外合作办学),山东,538.1151831,2017
安徽工业大学,山东,538.1171961,2017
西安医学院,山东,538.1201741,2017
青岛理工大学,山东,538.1321781,2017
浙江农林大学,山东,539.1051841,2017
湖南科技大学,山东,539.1082031,2017
山东财经大学(走读),山东,539.1171951,2017
湘潭大学(中外合作办学),山东,539.1182021,2017
湖北中医药大学,山东,539.1202091,2017
河南财经政法大学,山东,539.1211731,2017
重庆理工大学,山东,539.1241821,2017
上海第二工业大学,山东,540.1251911,2017
温州大学,山东,540.1271871,2017
华北水利水电大学,山东,541.1201781,2017
上海工程技术大学(中外合作办学),山东,541.1241971,2017
吉林财经大学,山东,541.1271961,2017
南京林业大学(中外合作办学),山东,541.1302001,2017
山东科技大学(地方农村专项计划),山东,542.1112051,2017
黑龙江大学,山东,542.1161971,2017
上海海洋大学(中外合作办学),山东,542.1281871,2017
浙江中医药大学,山东,542.1302041,2017
青岛科技大学,山东,542.1351591,2017
江西师范大学,山东,543.1112101,2017
成都信息工程大学,山东,543.1151951,2017
浙江海洋大学,山东,543.1171961,2017
成都医学院,山东,543.1192001,2017
沈阳建筑大学,山东,543.1251921,2017
北京服装学院,山东,543.1341701,2017
西南石油大学,山东,544.1182011,2017
天津科技大学,山东,544.1272001,2017
华北理工大学,山东,545.1092041,2017
山东科技大学,山东,545.1211851,2017
吉林财经大学(中外合作办学),山东,546.1181921,2017
湖南中医药大学,山东,546.1181931,2017
北京物资学院,山东,546.1231741,2017
江苏师范大学,山东,546.1231851,2017
陕西科技大学,山东,546.1271871,2017
广西大学(专业志愿),山东,546.1281901,2017
辽宁师范大学,山东,546.1282011,2017
西安科技大学(中外合作办学),山东,547.1052181,2017
上海商学院,山东,547.1141991,2017
山东师范大学(中外合作办学),山东,547.1152061,2017
上海师范大学(中外合作办学),山东,547.1181901,2017
沈阳药科大学,山东,547.1241731,2017
山西财经大学,山东,549.1191751,2017
山东财经大学,山东,549.1272121,2017
广东金融学院,山东,549.1341591,2017
贵州医科大学,山东,550.1171931,2017
云南大学(中外合作办学),山东,550.1202121,2017
山东财经大学(地方农村专项计划),山东,550.1232031,2017
杭州师范大学,山东,550.1251901,2017
北京联合大学,山东,550.1301861,2017
重庆交通大学(中外合作办学),山东,550.1371701,2017
长春理工大学,山东,551.1152151,2017
山东师范大学(地方农村专项计划),山东,552.1261741,2017
重庆工商大学(中外合作办学),山东,552.1281871,2017
三峡大学,山东,552.1312451,2017
天津中医药大学(中外合作办学),山东,552.1361821,2017
山东财经大学(中外合作办学),山东,552.1391741,2017
山西医科大学,山东,552.1391781,2017
燕山大学(中外合作办学),山东,553.1201861,2017
西南大学(荣昌校区),山东,553.1241771,2017
沈阳工业大学,山东,553.1241921,2017
河北大学,山东,553.1261971,2017
中国农业大学(专业志愿),山东,553.1321871,2017
浙江外国语学院,山东,554.1121761,2017
南京中医药大学,山东,554.1141961,2017
